Over,Sunday,Home,REG,outdoors,grass,Bernie Kukar,div_game,Total of  35-39,Over 84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  25+,Total Home Defense Rank of  11-15,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Mike Carey,non_div_game,Total of  35-39,73-84  degrees,Moderate Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  11-15,Total Home Defense Rank of  11-15,Total Away Defense Rank of  21-25
Over,Sunday,Home,REG,outdoors,grass,Tony Corrente,non_div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  16-20,Total Home Defense Rank of  25+,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,dome,astroturf,Jeff Triplette,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  21-25,Total Home Defense Rank of  11-15,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,outdoors,grass,Dick Hantak,non_div_game,Total of  35-39,73-84  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  6-10,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,fieldturf,Larry Nemmers,non_div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  25+,Total Home Defense Rank of  16-20,Total Away Defense Rank of  25+
Over,Sunday,Home,REG,outdoors,grass,Ed Hochuli,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  11-15,Total Home Defense Rank of  16-20,Total Away Defense Rank of  21-25
Over,Sunday,Home,REG,outdoors,grass,Ron Blum,div_game,Total of  35-39,Over 84  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  1-5,Total Home Defense Rank of  21-25,Total Away Defense Rank of  25+
Under,Monday,Home,REG,outdoors,grass,Tom White,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  11-15,Total Home Defense Rank of  6-10,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Larry Nemmers,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  16-20,Total Away Defense Rank of  21-25
Over,Sunday,Home,REG,outdoors,grass,Bob McElwee,div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,dome,astroturf,Gerry Austin,div_game,Total of  35-39,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  11-15,Total Home Defense Rank of  16-20,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,grass,Tony Corrente,non_div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  16-20,Total Home Defense Rank of  6-10,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Ed Hochuli,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  16-20,Total Home Defense Rank of  11-15,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,grass,Ron Winter,div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  11-15,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,dome,astroturf,Bernie Kukar,div_game,Total of  Over 55,61-72  degrees,No Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  16-20,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,grass,Mike Carey,div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  21-25,Total Home Defense Rank of  21-25,Total Away Defense Rank of  6-10
Under,Sunday,Home,REG,outdoors,grass,Dick Hantak,non_div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  21-25,Total Home Defense Rank of  6-10,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,grass,Phil Luckett,non_div_game,Total of  40-50,61-72  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  21-25,Total Home Defense Rank of  16-20,Total Away Defense Rank of  6-10
Under,Sunday,Home,REG,outdoors,fieldturf,Walt Coleman,non_div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  6-10,Total Home Defense Rank of  25+,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Jeff Triplette,non_div_game,Total of  35-39,73-84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  11-15,Total Home Defense Rank of  21-25,Total Away Defense Rank of  21-25
Over,Monday,Home,REG,outdoors,grass,Bill Carollo,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,dome,astroturf,Bill Carollo,div_game,Total of  51-55,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  25+,Total Home Defense Rank of  21-25,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Bob McElwee,div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  11-15,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Ron Blum,div_game,Total of  35-39,46-60  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  1-5,Total Home Defense Rank of  25+,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,astroturf,Jeff Triplette,non_div_game,Total of  40-50,61-72  degrees,Moderate Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  21-25,Total Home Defense Rank of  21-25,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Ed Hochuli,div_game,Total of  35-39,Over 84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  16-20,Total Home Defense Rank of  16-20,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,dome,astroturf,Gerry Austin,non_div_game,Total of  35-39,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  11-15,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,astroturf,Walt Coleman,div_game,Total of  35-39,61-72  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  6-10,Total Home Defense Rank of  21-25,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Dick Hantak,non_div_game,Total of  40-50,Over 84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,outdoors,grass,Tom White,div_game,Total of  40-50,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  1-5,Total Home Defense Rank of  11-15,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,outdoors,grass,Larry Nemmers,non_div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  16-20,Total Home Defense Rank of  25+,Total Away Defense Rank of  6-10
Under,Sunday,Home,REG,outdoors,grass,Tony Corrente,div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  6-10,Total Home Defense Rank of  11-15,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,outdoors,grass,Phil Luckett,non_div_game,Total of  35-39,73-84  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  16-20,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Bernie Kukar,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  21-25,Total Home Defense Rank of  11-15,Total Away Defense Rank of  6-10
Over,Monday,Home,REG,dome,astroturf,Mike Carey,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  21-25,Total Home Defense Rank of  11-15,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,astroturf,Gerry Austin,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  25+,Total Home Defense Rank of  16-20,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Johnny Grier,non_div_game,Total of  40-50,61-72  degrees,Moderate Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  6-10,Total Home Defense Rank of  6-10,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Dick Hantak,div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  16-20,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,dome,astroturf,Bill Carollo,div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  21-25,Total Home Defense Rank of  16-20,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,grass,Jeff Triplette,div_game,Total of  35-39,73-84  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  11-15,Total Home Defense Rank of  25+,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,dome,astroturf,Bob McElwee,non_div_game,Total of  51-55,61-72  degrees,No Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  1-5,Total Home Defense Rank of  11-15,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,outdoors,grass,Larry Nemmers,non_div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  21-25,Total Home Defense Rank of  11-15,Total Away Defense Rank of  21-25
Over,Sunday,Home,REG,outdoors,grass,Tom White,non_div_game,Total of  Under 35,73-84  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  21-25,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,outdoors,grass,Ron Blum,non_div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,grass,Ron Winter,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  16-20,Total Home Defense Rank of  11-15,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Mike Carey,non_div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  11-15,Total Home Defense Rank of  11-15,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,grass,Walt Coleman,non_div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  11-15,Total Home Defense Rank of  21-25,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,astroturf,Phil Luckett,non_div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  6-10,Total Home Defense Rank of  6-10,Total Away Defense Rank of  25+
Over,Monday,Home,REG,outdoors,grass,Ed Hochuli,div_game,Total of  35-39,73-84  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  6-10,Total Home Defense Rank of  25+,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,grass,Bob McElwee,non_div_game,Total of  40-50,46-60  degrees,Moderate Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  6-10,Total Home Defense Rank of  11-15,Total Away Defense Rank of  6-10
Under,Sunday,Home,REG,outdoors,grass,Bill Carollo,div_game,Total of  35-39,33-45  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  21-25,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,dome,astroturf,Larry Nemmers,div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  11-15,Total Home Defense Rank of  21-25,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Walt Coleman,div_game,Total of  40-50,46-60  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  25+,Total Home Defense Rank of  21-25,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Gerry Austin,non_div_game,Total of  35-39,46-60  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  11-15,Total Home Defense Rank of  6-10,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,astroturf,Dick Hantak,div_game,Total of  35-39,46-60  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  21-25,Total Home Defense Rank of  1-5,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,outdoors,grass,Tom White,non_div_game,Total of  40-50,Over 84  degrees,Moderate Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  6-10,Total Home Defense Rank of  21-25,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,dome,astroturf,Johnny Grier,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  16-20,Total Home Defense Rank of  16-20,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Phil Luckett,non_div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  1-5,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Ed Hochuli,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  21-25,Total Home Defense Rank of  25+,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,grass,Ron Blum,non_div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  11-15,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,grass,Ron Winter,div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  16-20,Total Home Defense Rank of  11-15,Total Away Defense Rank of  6-10
Over,Monday,Home,REG,dome,astroturf,Tony Corrente,div_game,Total of  35-39,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  21-25
Over,Sunday,Home,REG,outdoors,astroturf,Bill Carollo,non_div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  25+,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Tony Corrente,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  11-15,Total Home Defense Rank of  6-10,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,dome,astroturf,Mike Carey,div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  16-20,Total Home Defense Rank of  16-20,Total Away Defense Rank of  1-5
